numphoneme,phoneme,stress,duration,timef,f0,f0max,f0min,f1,f2,f3,intensity,intensitymax,id,rec
5,ɫ,L,0.0336895778623533,0.40144755335914,120.356261883354,120.795396744241,117.1632873022,497.099483051266,749.470400038681,3022.43941956718,74.1756893829918,78.396460214533,subj1,30-2.csv
6,o,1,0.128732533295171,0.482658608937903,109.189498484144,116.712446530773,100.11181751997,560.391718265531,889.014145378013,2727.34255763375,79.2968470928893,80.7876105684675,subj1,30-2.csv
7,,,0.374925237793197,0.734487494482087,-1,103.304264632569,90.4070309680452,532.676824028998,1626.28451522019,3031.1336003878,51.8575366871514,69.5233207807062,subj1,30-2.csv
1,,,0.265652218873629,0.132826109436814,-1,-1,-1,446.528289131727,1824.83247015884,3034.18933078874,51.6017464571351,53.340188550243,subj1,30-1.csv
2,pʲ,P,0.0340258432563013,0.282665140501779,-1,-1,-1,526.393401320801,2087.87882169404,2421.97502208049,66.0986068151041,75.4929643359864,subj1,30-1.csv
3,e,1,0.103149209871464,0.351252667065662,117.968430123222,122.443490572372,111.462727834296,483.04062970764,1812.68575653528,2427.89951210681,81.0621605288438,81.6990111662553,subj1,30-1.csv
4,k,P,0.134227932845724,0.469941238424256,-1,117.661778564801,112.089403681444,414.699045464826,1833.31148148965,2956.23462688951,56.9044103042664,73.4721571771492,subj1,30-1.csv
5,ɫ,L,0.0372408835639833,0.55567564662911,104.497104863433,104.963083683378,103.476449043545,496.501445349464,997.328422311853,2514.15740333371,72.5553774213903,72.8898220977272,subj1,30-1.csv
6,ə,3,0.0771609673843682,0.612876572103286,101.130141911873,103.631485200799,99.7791040439499,474.207685128826,1115.56758883872,2602.76980555676,69.8228672046203,72.5236607817996,subj1,30-1.csv
7,,,0.200266300213601,0.75159020590227,-1,102.246323452663,102.089502082464,511.247148116227,1605.24164819363,3175.51542932508,50.4120576687559,61.7446822058716,subj1,30-1.csv
1,,,0.375185161055053,0.187592580527527,-1,-1,-1,515.402265239234,1704.07408945726,2854.7706661081,52.5619983895955,71.4148836687776,subj1,3-2.csv
2,ɪ,2,0.0906903865525351,0.420530354331321,124.468079194611,128.338183568831,121.517752143413,302.283120742725,2483.71212772101,3248.68522427017,80.9702321303023,81.3559422415094,subj1,3-2.csv
3,rʲ,L,0.0358775155592447,0.483814305387211,120.545328554962,121.368774989211,119.29978380152,296.221117698945,2361.57555763473,2759.88996759063,79.5140478902642,80.4955388583455,subj1,3-2.csv
4,i,1,0.128561097420627,0.566033611877146,110.77959991085,120.293165477271,104.805394706848,291.369208552241,2545.97993406648,3473.92320970147,77.2741948393111,79.9752062837319,subj1,3-2.csv
5,s,F,0.169089402033848,0.714858861604383,-1,104.801041680576,104.793035750227,1740.75280162729,2687.9358232522,3745.9452091801,65.7138952939209,69.5427643151963,subj1,3-2.csv
6,,,0.21914519021316,0.908976157727887,-1,-1,-1,424.373353667769,1871.26061669955,3133.3621810834,51.0404729474763,55.7241765171505,subj1,3-2.csv
1,,,0.271551305628719,0.13577565281436,-1,-1,-1,415.959403104208,1615.80588798118,2654.70983654437,51.286612805946,66.1598538838497,subj1,3-1.csv
2,i,1,0.141344797866356,0.342223704561897,123.189876017532,147.308232387215,114.175779076411,297.810170575365,2540.57253590968,3694.51852704106,80.5510773650865,82.1458508505355,subj1,3-1.csv
3,rʲ,L,0.0497692950233647,0.437780751006757,110.191958593388,113.882565090548,109.660044415464,275.881436015104,2321.24602587452,3389.14056246638,76.765530734832,78.8825528968221,subj1,3-1.csv
4,əᶦ,3,0.0786354861369163,0.501983141586898,108.669191074948,110.155257155871,102.452062162638,293.225184536146,2064.9717718343,2653.37673047122,76.6630423844479,77.6628195934032,subj1,3-1.csv
5,s,F,0.153953019272275,0.618277394291493,-1,102.699383128822,102.478554356011,698.3645468724,2400.0920959357,3907.49093478045,64.9171387024915,67.0564345058709,subj1,3-1.csv
6,,,0.261820926004342,0.826164366929802,-1,-1,-1,439.413996314217,1508.91563737444,3078.5830384315,51.339861479267,55.606794642128,subj1,3-1.csv
1,,,0.282315638253822,0.141157819126911,-1,-1,-1,548.713343224634,1727.24371811053,3065.050017077,51.7107512690617,54.6224698870165,subj1,29-2.csv
2,p,P,0.0252943858668804,0.294962831187262,-1,-1,-1,639.329400934553,1854.00298681961,2665.93026071199,68.1520423933052,74.7757531301212,subj1,29-2.csv
3,ɐ,2,0.0891442919386173,0.352182170090011,116.544094300982,118.248400304515,115.398753522102,660.530639908127,1098.47805122628,2239.50508127701,80.8789078145048,81.4863136157422,subj1,29-2.csv
4,r,L,0.0653233654426231,0.429415998780631,114.880879069643,117.227503382841,109.227205273648,696.38470574857,1657.29508158672,2370.2219678827,78.4749452971196,80.350592012212,subj1,29-2.csv
5,o,1,0.0611485638917788,0.492651963447832,112.751539154916,114.098777468208,110.165384530115,598.858431726018,1591.54540837405,2686.44244628293,79.1846734550768,80.2928249952705,subj1,29-2.csv
6,m,N,0.100931966905707,0.573692228846575,106.422210549293,110.082947447912,100.514463634316,254.73894659242,1561.29148971588,2622.38501037603,74.7685834286313,77.7324395684497,subj1,29-2.csv
7,,,0.306590087020299,0.777453255809578,-1,107.371896288735,94.5342317402146,533.421262158554,1517.48010206405,2904.68946432259,52.0068859650711,67.1837047252579,subj1,29-2.csv
1,,,0.269279411163507,0.134639705581754,-1,-1,-1,499.638055107813,1713.89124060153,2819.32431730234,51.3994974847922,54.6670718923938,subj1,29-1.csv
2,p,P,0.0379307370092072,0.288244779668111,-1,-1,-1,681.883405217249,1303.08568613771,2651.67545758793,68.0828547480222,78.1112653111692,subj1,29-1.csv
3,a,1,0.104053238011744,0.359236767178587,116.14922836356,121.303742418926,112.157785299842,692.763801463159,1174.25115116002,2516.35665425026,81.4524293200459,81.488450075875,subj1,29-1.csv
4,r,L,0.0548457954052051,0.438686283887061,107.935346919395,114.895572880554,99.4226284446611,653.732794447277,1636.45621053713,2340.32405040805,77.9351473487678,80.8520806309681,subj1,29-1.csv
5,ə,3,0.0553583729323565,0.493788368055842,108.25849557453,115.794402102804,104.501198616621,683.278371917346,1528.72363953747,2457.3403910735,75.4866854949808,75.8002223998469,subj1,29-1.csv
6,m,N,0.120968296407742,0.581951702725891,102.872416591054,104.227637466505,101.089345798459,277.630778566699,1583.42757519055,2585.91863959024,70.2338300233566,74.2475124364666,subj1,29-1.csv
7,,,0.261963242040759,0.773417471950142,-1,101.488368543255,91.4520459009858,508.999568710548,1675.5348056608,2778.22203901318,50.9188520001519,64.4297214189116,subj1,29-1.csv
1,,,0.271207322435092,0.135603661217546,-1,135.492348157845,132.857562224811,492.197791490306,1664.76957370907,2857.70701478148,51.6509558261668,67.2662258131265,subj1,28-2.csv
2,n,N,0.036120769615934,0.289267707243059,118.50441837918,136.385943975947,111.603583060819,263.035600214397,1709.92563542275,2629.84068727693,74.1957969282416,75.6505419992465,subj1,28-2.csv
3,ə,3,0.0537016751812117,0.334178929641632,110.743276833816,111.564698513813,104.648886880668,450.716722680046,1611.2879517073,2401.93734133315,76.1984439907609,76.4579766038342,subj1,28-2.csv
4,tɕ,A,0.129779048354595,0.425919291409535,-1,109.417805280211,104.082049501811,680.138562031316,2604.50115535514,3665.97273594917,70.9713408766765,73.9919705351511,subj1,28-2.csv
5,ɐ,2,0.0396369507289895,0.510627290951328,119.132276083551,124.813198601099,115.939373782194,542.967302613635,1363.98610388949,2476.42352147094,78.5436131316522,79.0473848969501,subj1,28-2.csv
6,ɫ,L,0.0732004977172468,0.567046015174446,113.218879918786,115.794005515949,111.921131058205,547.967272467856,808.964193552997,2585.57353011142,78.4571948296376,78.9997708829701,subj1,28-2.csv
7,a,1,0.0987727239940143,0.653032626030076,106.103169049127,111.883086374302,102.42272470274,668.65932161199,1162.18875623864,2491.43720589053,76.1725997360514,78.379378501542,subj1,28-2.csv
8,,,0.421503914467248,0.913170945260707,108.293263746282,108.293263746282,101.754026299455,523.703889555817,1724.06785336907,2780.45157239731,51.0159534691115,68.846915459247,subj1,28-2.csv
1,,,0.295953103575388,0.147976551787694,-1,-1,-1,481.444267833677,1581.48471153933,2950.87569507234,53.3522235468605,68.5299869301653,subj1,28-1.csv
2,n,N,0.0534803053011795,0.322693256225978,116.47826198148,133.767382724957,113.538892772752,260.126906536699,1773.28582313832,2797.74681287787,75.7340545745834,76.6045527705632,subj1,28-1.csv
3,ɐ,2,0.0498910230662009,0.374378920409668,110.844703044358,113.86091965528,106.845092114087,451.948466482673,1716.3620794644,2676.19513325131,76.4823803894607,76.6853643104414,subj1,28-1.csv
4,tɕ,A,0.155056992551071,0.476852928218304,109.655431283876,111.558736049823,102.951565107847,761.57404698869,2668.53855388441,3704.56575395928,68.8262210447361,74.9205640796052,subj1,28-1.csv
5,a,1,0.108755251719848,0.608759050353763,112.257457069155,126.1746255476,106.108744248253,670.169256076569,1331.04773138037,2440.04674649366,79.1103397371,79.4767233006714,subj1,28-1.csv
6,ɫ,L,0.0685552906880891,0.697414321557732,104.239714844412,106.118109460413,101.699370496006,559.925129946804,885.390162281212,2607.00391967067,74.6760818459097,77.4260964165611,subj1,28-1.csv
7,ə,3,0.0394821045847634,0.751433019194158,100.832729732407,103.388988218321,99.7121548423303,588.322409384864,1114.53698906519,2527.77926114136,71.3427494973184,73.2529764409681,subj1,28-1.csv
8,,,0.35272615527083,0.947537149121955,99.8464486117065,102.596553111465,98.6549767492737,506.49780740117,1654.78519122039,2763.66341026321,52.8052949386271,68.9938491348681,subj1,28-1.csv
1,,,0.349857376267409,0.174928688133704,-1,139.810263021959,132.126720697487,460.051365515462,1649.65091667075,3076.27587165147,52.849761442796,70.3306260721231,subj1,27-2.csv
2,m,N,0.0600413660813443,0.379878059308081,115.048091537352,140.156693312007,113.163253825991,275.888684070266,1466.48955859374,2660.444948502,77.6307109077347,79.4669261336083,subj1,27-2.csv
3,ɐ,2,0.0749316248695177,0.447364554783512,113.314697009593,115.286181316916,112.331669114102,676.926007952635,932.126219901968,2465.40525808295,80.5730356733327,80.7157530332371,subj1,27-2.csv
4,ɫ,L,0.0703684810473354,0.520014607741938,113.191869333595,113.883710959828,112.789814273811,635.253487172868,2950.70980562236,3807.30598360353,79.6090407106628,80.1179658150877,subj1,27-2.csv
5,o,1,0.12104339401999,0.615720545275601,108.602239603022,113.75289661977,103.65449024293,515.584273610896,892.149589093874,2722.49101932131,78.1766448294846,80.7150715326664,subj1,27-2.csv
6,,,0.263281567238213,0.807883025904703,-1,107.203550568402,105.489901170688,492.469404881693,1541.35192071745,2849.01475844363,52.8646909954274,63.4221771422921,subj1,27-2.csv
1,,,0.441070584849248,0.220535292424624,-1,129.868216143403,120.549483839783,521.368847385755,1550.76603878218,2708.97569811478,53.3882236798722,70.1024875097403,subj1,27-1.csv
2,m,N,0.0885559098154091,0.485348539756952,115.568632637962,129.662230196396,114.857677405186,259.385479026224,1362.08128001238,2777.85228087972,78.7458509061317,80.7279175495541,subj1,27-1.csv
3,a,1,0.116265339660876,0.587759164495095,113.713449956261,117.328389493222,109.386436800043,661.908949579378,1001.96283783559,2354.3579986416,81.0181560755594,81.3850633314046,subj1,27-1.csv
4,ɫ,L,0.0891272382658311,0.690455453458448,105.804768277929,109.314305585471,103.479737942063,344.819146716398,769.452159936604,2947.68913026657,75.8711372212454,79.023145991628,subj1,27-1.csv
5,ə,3,0.098554157697794,0.784296151440261,100.684964751135,103.892365260623,98.4320679141611,558.85377238844,1007.60120332682,2568.99994732926,70.3524031664186,72.515846813511,subj1,27-1.csv
6,,,0.378150125719913,1.02264829314911,-1,104.894446771074,103.572885583989,512.7919907354,1697.68266472766,2997.81706683175,51.1957982498472,60.3749012173474,subj1,27-1.csv
1,,,0.307390991508469,0.153695495754234,-1,132.242360518973,127.533482034023,428.529057855385,1786.41571115846,3074.77075352432,56.7533819929153,66.83121732153,subj1,26-2.csv
2,z,F,0.0962843461952249,0.355533164606081,105.380886140217,133.606026953027,102.513791295305,232.595197794866,2180.24103563412,3679.34280184453,70.5917089992928,73.7905025179518,subj1,26-2.csv
3,ɐ,2,0.0689093850220728,0.43813003021473,117.321748010602,123.628497200213,113.189815709688,639.281426900964,1355.6484781604,2329.14786385083,79.4565357511543,79.8546767055783,subj1,26-2.csv
4,m,N,0.0928231442078149,0.518996294829674,116.756303012546,117.86027067205,113.198667128293,259.790581605565,1391.37136149205,2546.80015338356,79.6838234894508,80.1441929822734,subj1,26-2.csv
5,o,1,0.112331737227762,0.621573735547462,108.990986770965,115.694084722152,105.209711148023,746.006929363831,2482.82135262271,3899.43933221343,75.22868311046,78.4953319443952,subj1,26-2.csv
6,k,P,0.106982606883583,0.731230907603135,-1,-1,-1,903.451063345852,2484.32729551089,3866.15315488963,59.9164270715128,62.6834639991546,subj1,26-2.csv
7,,,0.32162699530428,0.945535708697067,-1,-1,-1,531.483046408611,1604.94746268307,2783.47927899091,52.6032393494923,55.4330038163913,subj1,26-2.csv
1,,,0.311898738784922,0.155949369392461,-1,-1,-1,685.354147319427,1776.13081594174,2919.13588514633,56.4853220023269,69.8202630410962,subj1,26-1.csv
2,z,F,0.0988920347767505,0.361344756173297,111.397141771036,118.517085493359,107.812162169692,340.759099777235,1765.10854634136,2518.7676700075,73.5716168280966,77.9545543462474,subj1,26-1.csv
3,a,1,0.117373497013717,0.469477522068531,115.457565336663,120.56219538774,107.396591164326,682.473832531623,1268.93967951031,2300.79818680883,80.735323802235,81.2882395946042,subj1,26-1.csv
4,m,N,0.0855983514133185,0.570963446282049,107.274774355284,111.000636505522,103.677370700065,255.155323734349,1371.85230835488,2775.32732345104,76.2349346276053,78.0016679997554,subj1,26-1.csv
5,ə,3,0.0479869545801936,0.637756099278805,100.921897844939,104.0981410045,95.0069105535178,486.050739267763,976.692223382765,2446.89606689113,70.6635711112233,71.5311931118029,subj1,26-1.csv
6,k,P,0.143312391381389,0.733405772259596,-1,94.8549693896798,92.8740759893205,506.660693095915,1837.17768629439,2933.10002025577,56.5670257306119,66.483360535692,subj1,26-1.csv
7,,,0.213486784884176,0.911805360392379,-1,-1,-1,460.240824140685,1549.10080319554,2983.8078175413,52.0779632010484,54.9639565663371,subj1,26-1.csv
1,,,0.314176563948966,0.157088281974483,-1,-1,-1,426.898782301784,1576.67808158304,2737.68599495535,53.4308145177377,59.1576033363732,subj1,25-2.csv
2,ʐ,F,0.0997645032866186,0.364058815592276,115.010574744427,130.014654958169,109.6510575839,406.51787791676,2428.43079806552,3210.52953749001,73.7757418558924,77.7786572411333,subj1,25-2.csv
3,ɨ̞,2,0.0678952869589488,0.447888710715059,116.038116580885,116.516230446753,114.316542144694,464.968376087558,1453.10939484666,2717.60347653692,80.5347489132727,80.8883301296244,subj1,25-2.csv
4,ɫ,L,0.0859083222745883,0.524790515331828,116.197880956993,116.644714091935,114.519438120146,439.808208902312,910.759958578143,2778.33949511253,79.6505250724561,80.2686778975934,subj1,25-2.csv
5,a,1,0.117223291361777,0.62635632215001,108.930906262568,115.31314668284,100.873296628525,499.44125294606,1192.15097410895,1947.93640749909,77.3505665701957,79.6553412311154,subj1,25-2.csv
6,,,0.421381238518308,0.895658587090053,-1,100.443759546792,95.4178638167818,498.110529356063,1556.96044686528,2778.9875016376,56.465302100254,68.6030813064932,subj1,25-2.csv
1,,,0.297975273818949,0.148987636909474,-1,-1,-1,479.559933374108,1535.38600452178,2977.02793286809,56.9089760912869,58.9347980797304,subj1,25-1.csv
2,ʐ,F,0.117147441948669,0.356548994793283,116.164247381602,117.995575282501,115.090016429759,2108.80765138877,3046.70387126351,3509.02207945186,70.7230850805995,78.0857965588742,subj1,25-1.csv
3,ɨ,1,0.113783402190447,0.472014416862841,119.530638037222,121.298596249566,116.128321740389,362.94592284284,1745.34574828835,2349.88401002511,80.504870891374,81.1578248799534,subj1,25-1.csv
4,ɫ,L,0.0852600425132779,0.571536139214704,112.46968909324,116.006637449713,111.511881242759,359.656756726235,1058.24445209409,2871.63651514207,77.916677773032,78.9875478832216,subj1,25-1.csv
5,ə,3,0.107582671825845,0.667957496384265,107.301770975603,111.425321446044,101.979311922258,596.639806568241,1005.22996159598,2494.95421156846,76.0894095886902,78.1448937241146,subj1,25-1.csv
6,,,0.331924637090567,0.887711150842472,-1,103.851591872903,98.1324785687319,459.052347305395,1667.71082800015,2772.17507926116,54.1873095863175,67.73201135024,subj1,25-1.csv
1,,,0.390037379569333,0.195018689784667,-1,-1,-1,389.215991727426,1561.25198891256,2744.42338216317,52.2330648811405,66.9634793960297,subj1,24-2.csv
2,v,F,0.0652586944662493,0.422666726802458,114.689699980328,123.490548744489,112.424353021258,629.542390636806,1592.03683390204,3146.97962774144,72.4257019706974,76.9530602854878,subj1,24-2.csv
3,ɐ,2,0.0468523960270507,0.478722272049108,114.081624932165,115.100132743206,112.567266553226,550.407006156288,1096.21904011593,2288.02885482873,79.5592142183585,80.5174119867759,subj1,24-2.csv
4,r,L,0.103744591202755,0.554020765664011,113.173228302821,117.836097394152,108.244931177616,480.779279854036,1255.45466589426,2171.92864261802,79.5087797548458,80.9439122522916,subj1,24-2.csv
5,o,1,0.0702785940405761,0.641032358285676,111.264030256852,113.424166336611,108.614663748553,497.122461995545,918.739925171758,2501.52041585629,78.8274557354641,80.6820343572795,subj1,24-2.csv
6,t,P,0.133863988648717,0.743103649630323,112.19994802655,115.16618931202,103.641571974026,509.480692540349,1899.03487614506,3090.97726151174,57.8838153405246,72.4755863536541,subj1,24-2.csv
7,,,0.278762541986362,0.949416914947862,-1,-1,-1,533.013990799836,1653.90640774181,2756.31328568481,52.3098098445191,54.0154167281933,subj1,24-2.csv
1,,,0.360654151554141,0.18032707577707,-1,-1,-1,525.640426211069,1675.00619691397,2858.11451347635,51.7383592491304,66.8292409477513,subj1,24-1.csv
2,v,F,0.0992895643876867,0.410298933747984,111.943771650752,117.211071934324,108.741893691264,224.740724268642,1940.28411347825,2944.12800113235,71.4769275735078,78.4737193537753,subj1,24-1.csv
3,o,1,0.0877824956672594,0.503834963775457,115.851718487492,116.336709536053,112.764063966723,488.356456697961,786.477647167898,2448.62813454741,80.8113465844668,81.2009761241224,subj1,24-1.csv
4,r,L,0.0720013728506735,0.583726898034424,107.776853259798,120.278845295269,100.5408680143,402.244288849167,1413.48544219924,2381.39681174253,76.3938142883416,80.5679040141554,subj1,24-1.csv
5,ə,3,0.0677273187545148,0.653591243837018,105.167465145419,119.478442830878,100.696458487509,582.974172550661,1348.44821292436,2453.15334568296,74.7039506175703,76.4581284091461,subj1,24-1.csv
6,t,P,0.173263577590434,0.774086692009492,-1,-1,-1,716.412448874219,2073.24061382572,3288.89800711354,55.8925157041473,65.71063942725,subj1,24-1.csv
7,,,0.157830272029759,0.939633616819588,-1,-1,-1,537.72932397235,1676.26672322921,3021.96308777502,53.7859457397016,54.5499048155107,subj1,24-1.csv
1,,,0.266770329767506,0.133385164883753,-1,135.150369615426,132.156340903914,512.473837174514,1691.44871894159,3056.72800534882,51.4781568009662,66.3265096623758,subj1,23-2.csv
2,v,F,0.0703130010624964,0.301926830298754,113.978136777424,134.134725928881,110.209925949165,415.043558060026,1031.74040714078,2469.5559409786,73.8596787373909,79.4145153238811,subj1,23-2.csv
3,ɐ,2,0.0485494531145809,0.361358057387293,111.361793500511,113.942392815657,110.857217029829,607.283111702549,1266.88582455892,2160.89828187008,80.7331727493767,80.840943434815,subj1,23-2.csv
4,r,L,0.0968198863836756,0.434042727136421,114.165427926474,120.123244706211,108.542716828214,541.890569880921,1398.53810616367,2360.49094992651,78.6503169961584,80.7561790386028,subj1,23-2.csv
5,o,1,0.0647326041527745,0.514818972404646,112.794851355489,113.525618160088,109.468169312018,401.868182077032,875.03752576676,2610.42963562349,78.8279845762667,79.6583840726796,subj1,23-2.csv
6,n,N,0.0973779260746478,0.595874237518357,108.945080062012,111.640385035006,103.925773502129,250.365253092011,1298.47797510723,2737.36561505504,77.1361932170906,78.4277057754099,subj1,23-2.csv
7,,,0.338860835725498,0.81399361841843,-1,103.87282803968,94.6747005165999,528.130821198608,1730.62750367561,2849.26622252812,53.1685115281255,69.4774257344606,subj1,23-2.csv
1,,,0.354152668661111,0.177076334330556,-1,-1,-1,488.522449408908,1709.89060470984,3105.25994488218,52.3142546773586,68.2669535973532,subj1,23-1.csv
2,v,F,0.095558984956746,0.401932161139484,114.375358065338,120.871104705711,112.162112370405,394.352678455542,2254.26969131013,2401.23773642832,72.7472174950475,78.6053469445355,subj1,23-1.csv
3,o,1,0.107879483017207,0.503651395126461,119.425660014573,119.869858382933,115.136773622486,526.195494841094,727.244772363212,2506.56936975136,81.8230099302596,82.099024567548,subj1,23-1.csv
4,r,L,0.0811349872274258,0.598158630248777,112.342600342972,114.975603192134,109.893472362229,667.165962796597,1724.25372341939,2333.49033554756,75.4201016729152,80.1983345418576,subj1,23-1.csv
5,ə,3,0.0483804923837613,0.662916370054371,109.164196780033,110.546088701124,107.050791394774,597.792384749843,1232.04317562581,2190.79423229767,75.7233512422563,76.4586066709354,subj1,23-1.csv
6,n,N,0.0823369870382025,0.728275109765352,106.353995208459,116.557991633092,101.51552675361,291.460667210526,1639.44392826044,2783.1040571291,70.6013440090592,73.4080728880374,subj1,23-1.csv
7,,,0.328130092860671,0.933508649714789,-1,106.985469787788,99.896332230605,485.773307250278,1655.48548253463,3269.25267795082,52.518201349839,67.8558891793307,subj1,23-1.csv
1,,,0.254024622164121,0.12701231108206,-1,141.617870024888,129.945262769375,538.202552247156,1627.20887835776,2755.82092972596,51.2870357340609,69.3408495262696,subj1,22-2.csv
2,vʲ,F,0.0621564355587252,0.285102839943484,113.650816561614,142.101593512919,110.364897556649,329.149791157366,2065.49264208334,2470.25707098017,73.5593000474907,75.2222941124842,subj1,22-2.csv
3,ɪ,2,0.0668803246611883,0.34962122005344,118.043400502324,118.494382853353,115.081948751704,335.963723365861,1981.26471197616,2588.78630277547,78.6907936707841,79.1933189435883,subj1,22-2.csv
4,n,N,0.0934832790803227,0.429803021924196,118.484504011632,120.954453485168,114.17040166449,253.710413481755,2116.38396979216,2802.2443450988,79.2695217286208,80.0774923945728,subj1,22-2.csv
5,a,1,0.134009275064612,0.543549298996663,108.537353697445,114.084889200374,105.141603533384,779.820508510399,1493.92784417987,3511.45166359496,77.4755387509905,78.8170691656301,subj1,22-2.csv
6,,,0.311396176849716,0.766252024953827,108.208710466575,109.517353435312,93.0989985991821,517.441723113488,1602.48250651501,2811.40547434917,51.3133461644518,67.8373535434053,subj1,22-2.csv
1,,,0.257403204806969,0.128701602403485,-1,136.276936724238,133.586780157157,427.582288081788,1654.12166504208,3126.77090095239,54.9405696787196,65.6547869741137,subj1,22-1.csv
2,vʲ,F,0.0666517113906191,0.290729060502279,116.274022803617,138.085437192619,115.709820025802,312.48529892798,2094.51004018731,3019.03896191495,71.6785246184884,76.6962502944978,subj1,22-1.csv
3,i,1,0.13901642661472,0.393563129504948,117.705168544572,119.915161071724,110.668526824233,295.235391499834,2396.58586559831,2918.7056230503,79.6380720340084,80.0875834657239,subj1,22-1.csv
4,n,N,0.0963049217644047,0.511223803694511,111.464850419972,113.875438829577,109.259305304806,293.379816959289,2061.55801144072,2804.86676069513,76.662019644449,79.2253857811598,subj1,22-1.csv
5,ə,3,0.0642032811762698,0.591477905164848,108.921923036361,111.428066687774,105.998162973193,482.890676532747,1514.3641849727,2910.87493516397,74.4829486270566,75.0236303298311,subj1,22-1.csv
6,,,0.307168753566745,0.777163922536355,-1,107.179791392031,100.241924734945,476.859305317883,1614.39680725611,2796.47215250412,52.6301312032972,71.3608341190754,subj1,22-1.csv
1,,,0.254753710267845,0.127376855133923,-1,131.934284668468,111.585878227969,515.967639166578,1586.91135729189,2984.10316650855,50.4681476690154,65.3789490339838,subj1,21-2.csv
2,vʲ,F,0.0337684891995645,0.271637954867628,123.877636664392,132.206616788756,117.15883327631,309.276004425257,2220.74070743328,2855.79156488383,71.9206213947055,73.7165008473407,subj1,21-2.csv
3,ɪ,2,0.0500273914067622,0.313535895170791,122.36018448767,125.416293748918,118.922673154732,300.900684060059,2430.42041010003,3369.38868964779,76.4385816528034,76.8740126492537,subj1,21-2.csv
4,sʲ,F,0.110060261094877,0.393579721421611,-1,124.186704030314,121.260131401823,708.115144318327,2958.31346975181,3928.96296846121,74.6615630355011,76.4652128567658,subj1,21-2.csv
5,tʲ,P,0.120065739376229,0.508642721657164,-1,-1,-1,504.855826244294,1693.62670493034,3068.20103277227,61.0468815854528,73.5524361806957,subj1,21-2.csv
6,i,1,0.118502383394768,0.627926783042662,111.468899263644,118.37442449022,105.427592739109,298.790948362298,2643.06035218131,3537.2249017078,77.7731390084714,78.9073563445272,subj1,21-2.csv
7,,,0.366495494647709,0.870425722063901,-1,114.960338513399,108.156614070897,471.638634778451,1625.28155745045,2959.15386238527,51.3703741646423,66.2630086497277,subj1,21-2.csv
1,,,0.237986929922739,0.118993464961369,-1,-1,-1,452.082031998978,1576.10180805874,2799.5315362148,50.8996241593852,67.8663743649173,subj1,21-1.csv
2,vʲ,F,0.0867937185461069,0.281383789195792,118.185744769713,123.023721299043,117.522885625167,312.384164444728,1938.96609384298,2630.00890281256,75.6860206030491,80.6874304243436,subj1,21-1.csv
3,e,1,0.123525379346637,0.386543338142164,116.227393638392,119.851549904454,109.494924623622,348.547555603524,2191.32359178133,2785.53321519152,80.1219620141115,81.2784648974508,subj1,21-1.csv
4,sʲ,F,0.0631831667577024,0.479897611194334,-1,109.48636775556,109.47387589565,278.336273686749,2706.78623928012,3868.8533474477,75.4572005654102,76.1796592294361,subj1,21-1.csv
5,tʲ,P,0.13301719317411,0.57799779116024,-1,-1,-1,503.208141516845,1906.7486170518,3276.79523114,62.3541158229729,69.7929070573953,subj1,21-1.csv
6,əᶦ,3,0.0798103159044662,0.684411545699529,104.31653699173,106.428231693786,100.240309080288,315.679217098742,2291.06370362571,3213.34117533597,70.0123375564648,71.5192902021831,subj1,21-1.csv
7,,,0.232758126280211,0.840695766791867,-1,99.8291858459988,98.7083805328893,487.775309033522,1649.29006043276,2746.94111330098,52.232761343262,61.6467821645213,subj1,21-1.csv
1,,,0.211809950038019,0.10590497501901,-1,-1,-1,564.85059383441,2376.49811144773,2746.96349419955,51.5423281961203,66.2667751809283,subj1,20-2.csv
2,b,P,0.0219875429800598,0.222803721528049,125.179948327071,125.199874548986,123.0981907565,425.283469896448,1534.91951040599,2910.01673801822,73.2087679581183,77.3772877994488,subj1,20-2.csv
3,ɐ,2,0.0407611600362298,0.254178073036194,118.264678874513,122.775857869271,117.664808431635,561.350457816384,1409.06587527261,2405.91583623743,80.6517326911707,80.9810224628834,subj1,20-2.csv
4,lʲ,L,0.060122711053439,0.304620008581028,124.00796926674,124.45670598565,119.828760823164,375.310476973976,1713.28528467703,2509.17907483127,80.7031891831153,80.9584476159313,subj1,20-2.csv
5,ʂ,F,0.155232084471308,0.412297406343402,-1,120.486332148779,113.592375613787,2073.86533104905,3078.38629172987,4032.2208469432,74.6753133404017,77.7337696181727,subj1,20-2.csv
6,a,1,0.100204518422398,0.540015707790255,110.455558193289,119.413407231809,107.675508952907,667.352186276185,1180.87922182734,2406.16804089507,76.7640395860293,77.0099879310986,subj1,20-2.csv
7,əᶦ,3,0.124661214444136,0.652448574223523,106.200074568192,111.04705388396,104.2044216554,520.710770139027,1645.23719794069,2410.44964550109,72.993465351454,75.2691372396174,subj1,20-2.csv
8,,,0.268644854835589,0.849101608863385,102.552435488109,106.861896042565,101.521414971523,493.571153181791,1843.53155063097,2769.86308063357,53.7803528198155,68.6904848089411,subj1,20-2.csv
1,,,0.235273099477257,0.117636549738629,-1,-1,-1,601.476896458404,1873.41275211853,3331.34017538698,50.5352339835065,68.8041706645324,subj1,20-1.csv
