numphoneme,phoneme,stress,duration,timef,f0,f0max,f0min,f1,f2,f3,intensity,intensitymax,id,rec
4,r,L,0.0467046550498788,0.513137902356451,107.918677306323,110.304050440423,103.234403874409,425.422912781007,1954.96379244898,2539.27356462598,73.5131820013042,74.8983545135959,subj1,11-1.csv
5,x,F,0.135049604963505,0.604015032363143,-1,104.154230516434,103.208695695245,736.147227225166,1271.95982539043,2860.87249705378,62.5388035932444,70.8080350126421,subj1,11-1.csv
6,ə,3,0.0320742811788324,0.687576975434312,105.261951812266,106.073398616282,102.32245773381,276.394941421404,825.389347982882,2316.72401992424,71.230368378895,71.7385020546134,subj1,11-1.csv
7,m,N,0.109727804032848,0.758478018040152,102.320695889124,123.746160709224,100.102927718445,262.349720006665,1995.78084623989,2949.35438110254,69.407281267281,71.3668304995311,subj1,11-1.csv
8,,,0.196431322573809,0.911557581343481,-1,-1,-1,510.210505731953,1843.78057436848,2644.34256317957,50.7250611759904,63.7400657224761,subj1,11-1.csv
1,,,0.181634408620923,0.0908172043104613,-1,-1,-1,512.747800882317,1984.34997890853,2990.45606096677,50.6742361928683,53.2476358473587,subj1,10-2.csv
2,p,P,0.0432262950953778,0.203247556168611,-1,-1,-1,718.080770908722,880.683248260969,2492.27974330002,58.4306270430991,68.7098852292317,subj1,10-2.csv
3,ɫ,L,0.039748317329083,0.244734862380842,116.135585422618,118.390764516047,115.250886184563,544.121690470646,1002.18858818231,2504.01864076566,75.2257036276364,77.0236107975624,subj1,10-2.csv
4,ɐ,2,0.0496853966613538,0.28945171937606,116.826050855168,117.396158301647,115.898229261616,505.312638101694,1448.20896503104,2550.86112636055,77.54208655555,77.6942440065425,subj1,10-2.csv
5,ʨ,A,0.15452158361681,0.391555209515142,115.912678417504,118.094440465583,113.855851107317,648.289880240118,2433.36216579042,2705.43308725614,67.3706393031829,75.3218225378423,subj1,10-2.csv
6,u,1,0.189045189819311,0.563338596233203,103.67176493289,126.135988430472,95.5511600992877,317.280813219291,735.607460104916,2582.24310156716,74.1512054789012,79.0670898724522,subj1,10-2.csv
7,,,0.246537901827663,0.78113014205669,-1,-1,-1,532.949820874162,1792.10714491538,2884.27373703966,49.830951040843,53.8584626134698,subj1,10-2.csv
1,,,0.185497797627823,0.0927488988139117,-1,-1,-1,549.258516061138,1711.92302015881,3066.19288753461,50.0201709652109,52.234385843753,subj1,10-1.csv
2,p,P,0.0462208902147279,0.208608242735187,-1,-1,-1,526.315053730051,2160.54724565526,3579.74600556769,61.4483942355083,74.0403376339146,subj1,10-1.csv
3,ɫ,L,0.0718433402250662,0.267640357955085,119.374395823923,127.89907930043,118.014320396643,493.393521194131,881.366677541973,2627.44945519781,80.5649786757038,81.6966004166895,subj1,10-1.csv
4,a,1,0.139667472605374,0.373395764370304,112.179596785348,119.137607244951,102.42791386968,568.777556168542,1545.37343326782,2467.68342838908,80.0187843191075,81.8012809149226,subj1,10-1.csv
5,ʨ,A,0.108518611808492,0.497488806577237,-1,-1,-1,1889.49561498473,2535.31266355617,3701.89775022068,64.8030484155158,66.2682870630537,subj1,10-1.csv
6,əᶷ,3,0.103494602002543,0.603495413482755,103.215294059069,104.506654655652,94.5703654476197,326.201247514107,1127.904592036,2590.6850748793,68.6094075866393,70.5511823616514,subj1,10-1.csv
7,,,0.249156378486496,0.779820903727274,-1,-1,-1,496.872015529715,1678.82519094188,2898.27683186444,51.1789370558364,58.2681141154193,subj1,10-1.csv
1,,,0.197618001480371,0.0988090007401854,-1,-1,-1,469.083254483295,1638.39742243148,3046.12078941137,53.9312782465797,61.8234385668904,subj1,1-2.csv
2,ə,3,0.0381158563226594,0.216675929641701,-1,-1,-1,651.224313031779,1793.45535113833,2609.07507119192,64.8749192257293,65.3851896266559,subj1,1-2.csv
3,t,P,0.115312527355894,0.293390121480977,-1,-1,-1,354.928228228248,1560.08140377628,2734.4614109845,54.7739897012066,76.172633585163,subj1,1-2.csv
4,n,N,0.0562199139127198,0.379156342115284,118.966400569101,120.640888165747,116.45993774738,291.240830209885,1641.36750199866,2613.15460168491,80.3123091524046,80.9369697514657,subj1,1-2.csv
5,ɐ,2,0.0325562577754996,0.423544427959394,115.542260394591,116.753292444369,114.20825782429,293.214407157335,1985.27820371199,2625.40031239867,76.58539180357,77.9353669291427,subj1,1-2.csv
6,sʲ,F,0.114830048161936,0.497237580928111,-1,114.494493898669,112.57674852939,1747.89911829817,2622.31615340263,3930.90182728213,68.778345470853,74.3449559183295,subj1,1-2.csv
7,i,1,0.106145422670697,0.607725316344428,109.159275719838,136.041523433951,104.403243939319,278.345311069974,2188.13999894716,2912.49050141374,73.3253630405774,76.2662223822206,subj1,1-2.csv
8,ts,A,0.152463425290638,0.737029740325095,-1,-1,-1,674.982929464106,2465.76324012215,3762.21677265881,69.2168377850936,72.0172164618861,subj1,1-2.csv
9,ə,3,0.0716750246700213,0.849098965305425,102.730593873617,106.296207663876,97.1166321564581,556.792692668177,1659.75826814038,3607.76598426973,72.2746332484532,73.7255255827912,subj1,1-2.csv
10,,,0.247761935057977,1.00881744516942,-1,103.33983598171,100.160873009995,455.386917311897,1667.57593593801,2488.1057353173,51.6718371034829,61.5464735940877,subj1,1-2.csv
1,,,0.471790438027494,0.235895219013747,-1,-1,-1,482.739875397632,1972.54729257579,3170.03529784258,51.7003479784503,59.287709824897,subj1,1-1.csv
2,ɐ,2,0.104646653732421,0.524113764893704,129.681619450128,135.723977971987,124.424097944849,638.887302207363,1471.03399288252,2613.92290135424,80.0422822045679,81.4082392524159,subj1,1-1.csv
3,t,P,0.139539006786865,0.646206595153347,139.702281916467,160.424943155661,128.985480565885,411.389671442745,1861.65799230715,2836.93428252939,59.3514480247848,77.5553421046919,subj1,1-1.csv
4,n,N,0.0705543527220099,0.751253274907784,116.153066949951,141.923815905754,109.696849782022,599.008050670239,1853.14051160552,2770.1471153674,80.7355393854834,81.7920932280665,subj1,1-1.csv
5,o,1,0.0510009984615587,0.812030950499569,107.697821718546,109.625479927881,104.4768003507,299.885076614086,1236.19701500319,2466.09029557351,78.2937339023937,79.4536125760946,subj1,1-1.csv
6,sʲ,F,0.102280798728899,0.888671849094798,-1,104.433391824465,104.203470175867,423.274434097114,2683.07035451759,3746.46578224881,70.9157847362757,75.5534555864465,subj1,1-1.csv
7,əᶦ,3,0.0503536239896117,0.964989060454053,101.224645196335,106.22615422944,90.2541696573611,332.944563938816,1808.38897321376,2862.14947434913,71.9322300637339,73.1766197088978,subj1,1-1.csv
8,ʦ,A,0.124310509224354,1.05232112706104,-1,-1,-1,518.320366337964,2460.30081282834,3778.00133224992,68.7959392847751,71.0813246931765,subj1,1-1.csv
9,ə,3,0.0928394942308468,1.16089612878864,109.912357214286,115.513418115973,99.2507776441864,364.326543913178,1564.65786743918,2941.97410591802,68.1411449557236,69.7025946988189,subj1,1-1.csv
10,,,0.311709067406598,1.36317040960736,-1,102.959971696502,102.959971696502,351.565894286576,1664.70081151062,2654.71217151288,51.4580354361284,58.9075054001876,subj1,1-1.csv
